,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,3.2098262786865233,0.010027857497217615,0.06867609024047852,0.0009112993180297814,0.8,0.01,3,1,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 50, 'subsample': 0.8}",0.7106655974056626,0.7067319670816701,0.6725261797732595,0.684196033502857,0.6893625257709838,0.6926964607068865,0.014213359424465203,307,0.7100554703600601,0.712178463962437,0.7150592608052427,0.7157925892265348,0.7143812470570693,0.7134934062822688,0.0021011844540362143
1,2.3794812679290773,0.03080333902344025,0.06412315368652344,0.0037975840203219595,0.8,0.01,3,1,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 50, 'subsample': 1.0}",0.7114085958885384,0.7067777399501163,0.6703666128904685,0.6853088412674868,0.687422513943645,0.692256860788051,0.015023140328748307,314,0.7080708182022373,0.7098279500322712,0.712555974925354,0.7150912215331203,0.7132140564415975,0.7117520042269161,0.0024974968617668732
2,7.452445077896118,0.7535259802547493,0.19551429748535157,0.022909576141006017,0.8,0.01,3,1,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",0.7220561166647773,0.7185862862159368,0.6971717683295194,0.6963058565860337,0.7013688353425503,0.7070977726277635,0.010986807874844436,300,0.7219245896928553,0.7245903595225178,0.7307929364948784,0.7264082109228632,0.7272521596330281,0.7261936512532287,0.002936505799620344
3,5.100882911682129,0.26321937458961153,0.2884455680847168,0.0729504822719997,0.8,0.01,3,1,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",0.7195797112296228,0.7172066569928541,0.6958174866139271,0.695575703020708,0.6988141344166438,0.7053987384547511,0.010697442230351607,306,0.7202772227584692,0.7241614410264889,0.7299153752524349,0.7275240126975209,0.7267086586578084,0.7257173420785445,0.0032828638751956993
4,18.766418361663817,0.6066088356267233,0.4083879470825195,0.030273443540227145,0.8,0.01,3,1,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",0.7378904271186656,0.7303242166622321,0.7118388148924117,0.7048715654023954,0.7140666334773905,0.719798331510619,0.01230554992923839,291,0.7391186786407415,0.7395860181726985,0.7458607791117949,0.7423678670723253,0.7417165744881719,0.7417299834971465,0.002403582660634856
5,13.164948129653931,0.4209766413875155,0.38890438079833983,0.03293556643288181,0.8,0.01,3,1,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",0.7345382945616912,0.7291447772406413,0.710093325628965,0.7053293027280187,0.7117854644694084,0.718178232925745,0.011482551395072814,294,0.7375432952195627,0.7386442993884473,0.7445894971831072,0.7418261925835806,0.7390503941644676,0.7403307357078331,0.0025544708639230577
6,4.972463655471802,0.20555420030376098,0.11507124900817871,0.021532969230723658,0.8,0.01,3,3,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 50, 'subsample': 0.8}",0.7105408980139363,0.7065037581475396,0.6726708455460524,0.6840460664929575,0.6893650608357588,0.692625325807249,0.014113772793110414,309,0.7100201409247037,0.7122289947692936,0.7150364419777493,0.7157455157319093,0.7143777721274829,0.7134817731062277,0.0020926868443773582
7,3.1547921180725096,0.12123349833977934,0.11067872047424317,0.011666589004934507,0.8,0.01,3,3,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 50, 'subsample': 1.0}",0.7114085958885384,0.7066522077626622,0.6707138172686056,0.6852980150039328,0.6872946950228835,0.6922734661893244,0.014907480947435709,313,0.7080011384636482,0.7098731828591853,0.7123112554153938,0.7152284385226999,0.7130445603024407,0.7116917151126737,0.002515943096832965
8,9.6426607131958,0.5358164517886931,0.18040227890014648,0.013807851526898224,0.8,0.01,3,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",0.7222026992345091,0.718975417979155,0.6969897482272652,0.6962722372698981,0.701958132336744,0.7072796470095143,0.011089203315129997,299,0.7218985461156511,0.7246086058145585,0.7307301850190909,0.7264343129948508,0.7271167354341349,0.7261576770756573,0.002913553416910803
9,6.553870630264282,0.26827306615269403,0.20843744277954102,0.015910412327260988,0.8,0.01,3,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",0.7195797112296228,0.7176164273779067,0.6960263919017404,0.695768292365026,0.6986747410257919,0.7055331127800176,0.010733872948658183,304,0.720244350223509,0.7240556598873069,0.7298608786065487,0.7277465261655198,0.726698263184667,0.7257211356135104,0.0033155224272985785
