,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,35.429715394973755,1.0583709590301718,0.020317888259887694,0.005168993348408036,0.0001,"(50,)",200,"{'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'max_iter': 200}",0.7705902271665459,0.7617641087914389,0.7475614463030589,0.7573046976058383,0.752717135989516,0.7579875231712796,0.007874478491928986,17,0.7833193557635812,0.7857515125081649,0.78868119950396,0.7841726632739805,0.7847995917087175,0.7853448645516808,0.0018477314541727353
1,61.44923987388611,14.042049310867922,0.01806983947753906,0.002043452016700454,0.0001,"(50,)",500,"{'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'max_iter': 500}",0.7682638576769155,0.7639629435921085,0.7517109910097749,0.7609164350790577,0.7453411673990783,0.758039078951387,0.008357022260830543,15,0.7848499282360675,0.78512302879848,0.7928599363461089,0.7870640612798229,0.7856158925060441,0.7871025694333047,0.002978319607463183
2,59.739524602890015,11.217428490034305,0.018209171295166016,0.002570811686032485,0.0001,"(50,)",1000,"{'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'max_iter': 1000}",0.7682638576769155,0.7639629435921085,0.7517109910097749,0.7609164350790577,0.7453411673990783,0.758039078951387,0.008357022260830543,15,0.7848499282360675,0.78512302879848,0.7928599363461089,0.7870640612798229,0.7856158925060441,0.7871025694333047,0.002978319607463183
3,50.935525035858156,2.39574333092885,0.03161988258361816,0.004254753965092949,0.0001,"(100,)",200,"{'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'max_iter': 200}",0.7713094425969705,0.7691916935460689,0.7516936450727912,0.7555146117002507,0.7502365664048473,0.7595891918641857,0.008899278413669392,8,0.7951383316668684,0.7965983759432986,0.8003402286780227,0.8002741254092811,0.7962028551128951,0.7977107833620731,0.0021731778903131046
4,87.4883325099945,17.07623262707932,0.02623748779296875,0.006985053668815283,0.0001,"(100,)",500,"{'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'max_iter': 500}",0.777820214122464,0.7668968412548235,0.7500052628351032,0.7538733428402544,0.7558020088078138,0.7608795339720917,0.010161814598018305,5,0.7973546443375836,0.7979969855659835,0.8046548368597557,0.8023280433964703,0.8043073235688096,0.8013283667457205,0.0030928146055361227
5,87.99055695533752,17.088824279484925,0.023913812637329102,0.0025673466675746443,0.0001,"(100,)",1000,"{'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'max_iter': 1000}",0.777820214122464,0.7668968412548235,0.7500052628351032,0.7538733428402544,0.7558020088078138,0.7608795339720917,0.010161814598018305,5,0.7973546443375836,0.7979969855659835,0.8046548368597557,0.8023280433964703,0.8043073235688096,0.8013283667457205,0.0030928146055361227
6,63.151180839538576,2.001664782802074,0.03197474479675293,0.007436713488925763,0.0001,"(50, 50)",200,"{'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'max_iter': 200}",0.7647036738579199,0.763345622941811,0.7454371972575965,0.7572411255685434,0.7504890736888704,0.7562433386629481,0.007387821732586551,28,0.803378614985418,0.8067518262258336,0.8089862191443913,0.8048128296177514,0.8062483522080356,0.8060355684362859,0.0018878100335722834
7,110.55695872306823,26.55619639037528,0.029320287704467773,0.0066183670017576765,0.0001,"(50, 50)",500,"{'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'max_iter': 500}",0.7618788100761148,0.7659788230190048,0.7505778099044804,0.7507576758434272,0.7503109551720164,0.7559008148030086,0.006683344481447614,31,0.8095085566314197,0.8063604118509817,0.8170972613842099,0.8098233520481506,0.8091578976131876,0.8103894959055898,0.0035732630258967536
8,114.64193201065063,37.74903303731814,0.050377178192138675,0.02776905539097824,0.0001,"(50, 50)",1000,"{'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'max_iter': 1000}",0.7618788100761148,0.7659788230190048,0.7505778099044804,0.7507576758434272,0.7503109551720164,0.7559008148030086,0.006683344481447614,31,0.8095085566314197,0.8063604118509817,0.8170972613842099,0.8098233520481506,0.8091578976131876,0.8103894959055898,0.0035732630258967536
9,75.20409264564515,6.727878639973691,0.03499603271484375,0.014506895484017877,0.0001,"(100, 50)",200,"{'alpha': 0.0001, 'hidden_layer_sizes': (100, 50), 'max_iter': 200}",0.7663323505893943,0.7603504571237525,0.751200149611782,0.7603481684033059,0.7511639488562288,0.7578790149168927,0.0058883441386555005,19,0.8170289096167738,0.8194397987910245,0.8274623992450991,0.8226293902096281,0.8215429340439265,0.8216206863812904,0.0034925584478713535
10,174.32287483215333,18.18191145524347,0.032056236267089845,0.004791245262122526,0.0001,"(100, 50)",500,"{'alpha': 0.0001, 'hidden_layer_sizes': (100, 50), 'max_iter': 500}",0.7661215424349175,0.7611813964225846,0.7461217202642412,0.758084755074154,0.747524154292824,0.7558067136977443,0.007782959165838878,33,0.8294415347469601,0.83128278298485,0.8406008936803099,0.8372651626075212,0.8349959120924926,0.8347172572224268,0.004020336037777382
11,178.15783457756044,16.32513671830064,0.03375539779663086,0.004350146095682096,0.0001,"(100, 50)",1000,"{'alpha': 0.0001, 'hidden_layer_sizes': (100, 50), 'max_iter': 1000}",0.7661215424349175,0.7611813964225846,0.7461217202642412,0.758084755074154,0.747524154292824,0.7558067136977443,0.007782959165838878,33,0.8294415347469601,0.83128278298485,0.8406008936803099,0.8372651626075212,0.8349959120924926,0.8347172572224268,0.004020336037777382
12,43.21563663482666,5.601878212633334,0.02548828125,0.012183605723163432,0.001,"(50,)",200,"{'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 200}",0.7706380821758101,0.7615540962367485,0.7463519376660525,0.7565610507555078,0.7512380983448683,0.7572686530357975,0.008404161163254568,23,0.7842222373280555,0.7833376730432375,0.7881759777926692,0.7847885025816125,0.785459162831914,0.7851967107154978,0.0016442120763949639
13,56.37591547966004,8.28305326182086,0.02090911865234375,0.003634808670441482,0.001,"(50,)",500,"{'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 500}",0.7686873376650398,0.764265102780082,0.7479077560386818,0.760939299507919,0.7449711610183177,0.757354131402008,0.009291162284287481,21,0.7851337869537736,0.784167386036177,0.7893452099544145,0.7874258058399676,0.7870026494723809,0.7866149676513428,0.0018136444424267579
14,59.58806982040405,7.59489426068743,0.02025146484375,0.0007372160835475986,0.001,"(50,)",1000,"{'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 1000}",0.7686873376650398,0.764265102780082,0.7479077560386818,0.760939299507919,0.7449711610183177,0.757354131402008,0.009291162284287481,21,0.7851337869537736,0.784167386036177,0.7893452099544145,0.7874258058399676,0.7870026494723809,0.7866149676513428,0.0018136444424267579
15,51.46846528053284,1.2054592331510174,0.029111433029174804,0.0054636698972413186,0.001,"(100,)",200,"{'alpha': 0.001, 'hidden_layer_sizes': (100,), 'max_iter': 200}",0.770920307751035,0.7703575222835389,0.7514941045357543,0.7534022863302933,0.7490636530167889,0.7590475747834822,0.009565349851618886,11,0.7953129792006699,0.796753166888549,0.7994707843183132,0.7976672946783103,0.7964713145127998,0.7971351079197284,0.0013889032142027711
16,96.11087112426758,18.387985729433705,0.02370595932006836,0.0037946600025864138,0.001,"(100,)",500,"{'alpha': 0.001, 'hidden_layer_sizes': (100,), 'max_iter': 500}",0.77470224842934,0.7700529732774151,0.7552386274254193,0.7567199996817475,0.7570083645856379,0.7627444426799119,0.008024182273752406,1,0.7982085200361012,0.7990563775941074,0.8049918349743463,0.8027011895162421,0.8043236765134529,0.80185631972685,0.002748789874517119
17,94.41912689208985,17.497737978488285,0.02603769302368164,0.0011555304072420423,0.001,"(100,)",1000,"{'alpha': 0.001, 'hidden_layer_sizes': (100,), 'max_iter': 1000}",0.77470224842934,0.7700529732774151,0.7552386274254193,0.7567199996817475,0.7570083645856379,0.7627444426799119,0.008024182273752406,1,0.7982085200361012,0.7990563775941074,0.8049918349743463,0.8027011895162421,0.8043236765134529,0.80185631972685,0.002748789874517119
